CustomerKey,Country,Age,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,class_label
15736,United States,68,M,F,110000,2,4,Graduate Degree,Management,1,2, > 50K
15737,United States,68,S,M,120000,2,4,Graduate Degree,Management,1,3, > 50K
15738,United States,67,M,F,120000,2,4,Graduate Degree,Management,1,3, > 50K
15739,United States,66,M,M,70000,5,0,Bachelors,Management,1,2, > 50K
15740,United States,67,M,M,80000,5,0,Bachelors,Management,1,2, > 50K
15741,United States,66,M,F,80000,5,0,Bachelors,Management,1,2, > 50K
15742,United States,66,M,F,90000,5,0,Bachelors,Management,1,2, > 50K
15743,United States,61,M,F,120000,2,4,Graduate Degree,Management,0,3, > 50K
15744,United States,67,M,F,120000,2,4,Graduate Degree,Management,1,3, > 50K
15745,United States,66,M,M,120000,2,4,Graduate Degree,Management,1,3, > 50K
15746,United States,65,M,F,120000,2,4,Bachelors,Management,1,3, > 50K
15747,United States,65,M,M,70000,4,0,Bachelors,Management,1,2, > 50K
15748,Canada,65,M,M,70000,4,0,Bachelors,Management,1,2, > 50K
15749,United States,64,S,F,70000,4,0,Bachelors,Management,1,2, > 50K
15750,United States,30,M,F,70000,0,0,Partial College,Professional,0,2, > 50K
15751,Australia,48,S,F,80000,2,0,High School,Skilled Manual,1,2, > 50K
15752,Australia,53,M,M,80000,2,0,High School,Skilled Manual,0,2, > 50K
15753,Australia,52,S,F,70000,2,0,High School,Skilled Manual,1,2, > 50K
15754,Australia,53,S,F,70000,2,0,High School,Skilled Manual,1,2, > 50K
15755,Australia,47,M,M,70000,2,0,High School,Skilled Manual,0,2, > 50K
15756,Australia,40,S,F,70000,2,0,High School,Professional,1,2, > 50K
15757,Australia,51,S,M,70000,2,0,High School,Professional,1,2, > 50K
15758,Australia,45,M,M,130000,0,1,Graduate Degree,Management,1,0, > 50K
15759,United States,35,M,F,80000,0,0,Bachelors,Management,0,1, > 50K
15760,Canada,35,M,M,30000,0,0,High School,Professional,1,2, <= 50K 
15761,Canada,34,S,M,30000,0,0,High School,Professional,1,2, <= 50K 
15762,Canada,35,S,M,30000,0,0,High School,Professional,0,2, <= 50K 
15763,United States,34,M,M,60000,0,0,Partial College,Professional,1,2, > 50K
15764,Australia,50,S,M,120000,1,2,Bachelors,Management,0,2, > 50K
15765,Australia,49,M,M,130000,0,1,Graduate Degree,Management,1,3, > 50K
15766,Australia,49,S,F,160000,0,0,Graduate Degree,Management,0,1, > 50K
15767,Australia,44,S,M,160000,0,0,Graduate Degree,Management,0,3, > 50K
15768,United States,42,M,F,130000,0,1,Graduate Degree,Management,1,3, > 50K
15769,United States,43,M,F,130000,0,1,Graduate Degree,Management,1,3, > 50K
15770,United States,31,S,M,150000,0,0,Bachelors,Management,0,2, > 50K
15771,United States,51,M,F,130000,1,1,Graduate Degree,Management,1,4, > 50K
15772,United States,46,M,M,70000,2,0,Partial High School,Skilled Manual,0,2, > 50K
15773,United States,51,M,M,70000,2,0,Partial High School,Skilled Manual,0,2, > 50K
15774,United States,46,M,F,60000,2,0,High School,Professional,0,2, > 50K
15775,United States,35,M,F,60000,2,0,High School,Professional,0,2, > 50K
15776,United States,35,M,M,60000,2,0,High School,Professional,0,2, > 50K
15777,United States,46,M,F,60000,2,0,High School,Professional,0,2, > 50K
15778,United States,52,S,M,70000,2,1,Partial College,Professional,1,0, > 50K
15779,United States,41,M,M,70000,2,1,Partial College,Professional,1,0, > 50K
15780,United States,46,M,F,70000,3,2,Partial College,Professional,1,0, > 50K
15781,United States,52,M,M,80000,2,1,Bachelors,Management,1,1, > 50K
15782,United States,46,M,F,90000,2,0,Partial College,Professional,1,1, > 50K
15783,Australia,41,M,M,90000,3,3,Bachelors,Professional,1,0, > 50K
15784,Australia,41,M,F,90000,4,4,Bachelors,Professional,1,0, > 50K
15785,Australia,47,S,M,70000,1,0,Partial College,Skilled Manual,1,1, > 50K
15786,Australia,46,M,M,70000,1,0,Partial College,Skilled Manual,1,1, > 50K
15787,Australia,48,S,F,60000,1,0,Partial College,Skilled Manual,1,1, > 50K
15788,Australia,43,S,F,100000,0,0,Bachelors,Professional,0,1, > 50K
15789,Australia,42,S,F,110000,0,0,Graduate Degree,Management,0,2, > 50K
15790,Australia,49,S,M,60000,1,0,Partial College,Skilled Manual,1,1, > 50K
15791,Australia,48,M,F,60000,1,0,Partial College,Skilled Manual,1,1, > 50K
15792,Australia,38,M,M,60000,1,0,Partial College,Skilled Manual,1,1, > 50K
15793,Australia,38,S,F,70000,0,0,Bachelors,Professional,0,1, > 50K
15794,Australia,33,M,F,80000,5,5,Bachelors,Professional,0,4, > 50K
15795,Australia,44,M,F,80000,5,5,Bachelors,Professional,1,4, > 50K
15796,Australia,44,M,M,80000,5,5,Bachelors,Professional,1,4, > 50K
15797,Australia,44,M,M,80000,5,5,Bachelors,Professional,1,4, > 50K
15798,Australia,44,S,F,70000,0,0,Bachelors,Professional,0,1, > 50K
15799,Australia,50,M,F,90000,1,0,Bachelors,Professional,1,1, > 50K
15800,Australia,44,S,M,90000,1,0,Bachelors,Professional,1,1, > 50K
15801,Australia,45,S,F,70000,0,0,Bachelors,Professional,1,1, > 50K
15802,Australia,35,S,F,70000,0,0,Bachelors,Professional,0,2, > 50K
15803,Australia,46,M,M,70000,5,4,Bachelors,Professional,0,2, > 50K
15804,Australia,46,M,F,70000,5,4,Bachelors,Professional,1,2, > 50K
15805,Australia,47,M,F,70000,5,4,Partial College,Skilled Manual,1,2, > 50K
15806,Australia,41,M,M,70000,5,4,Partial College,Skilled Manual,0,2, > 50K
15807,Australia,42,S,M,70000,5,4,Partial College,Skilled Manual,1,3, > 50K
15808,Australia,48,M,F,70000,5,4,Partial College,Skilled Manual,1,3, > 50K
15809,Australia,48,M,M,70000,5,4,Partial College,Skilled Manual,1,3, > 50K
15810,Australia,43,M,F,70000,5,4,Partial College,Skilled Manual,0,3, > 50K
15811,Australia,43,M,M,70000,5,4,Partial College,Skilled Manual,1,3, > 50K
15812,Australia,50,M,M,30000,2,0,Partial College,Clerical,0,2, <= 50K 
15813,United States,32,S,M,30000,0,0,High School,Skilled Manual,1,2, <= 50K 
15814,United States,33,S,F,40000,0,0,High School,Skilled Manual,1,1, <= 50K 
15815,Canada,34,S,F,40000,0,0,High School,Skilled Manual,1,2, <= 50K 
15816,Canada,33,M,F,40000,0,0,High School,Skilled Manual,1,2, <= 50K 
15817,United States,32,S,F,40000,0,0,High School,Skilled Manual,0,2, <= 50K 
15818,United States,32,M,M,40000,0,0,High School,Skilled Manual,1,2, <= 50K 
15819,United States,28,S,F,30000,0,0,High School,Skilled Manual,1,2, <= 50K 
15820,United States,28,M,M,30000,0,0,High School,Skilled Manual,1,2, <= 50K 
15821,United States,28,S,M,30000,0,0,High School,Skilled Manual,0,2, <= 50K 
15822,Australia,70,M,M,40000,2,0,Bachelors,Management,1,2, <= 50K 
15823,Australia,70,S,F,60000,2,0,Graduate Degree,Management,1,1, > 50K
15824,United States,32,S,F,30000,0,0,Partial High School,Clerical,1,2, <= 50K 
15825,United States,33,S,F,40000,0,0,High School,Skilled Manual,1,2, <= 50K 
15826,Canada,30,S,F,30000,0,0,Partial High School,Clerical,0,2, <= 50K 
15827,United States,30,S,F,40000,0,0,High School,Skilled Manual,0,2, <= 50K 
15828,Australia,69,M,F,30000,2,0,Partial College,Clerical,0,2, <= 50K 
15829,Australia,70,S,M,40000,2,0,Bachelors,Management,1,2, <= 50K 
15830,Australia,69,M,F,40000,2,0,Bachelors,Management,1,2, <= 50K 
15831,Australia,69,M,M,40000,2,0,Bachelors,Management,1,2, <= 50K 
15832,Australia,68,S,M,40000,2,0,Bachelors,Management,1,2, <= 50K 
15833,Australia,66,S,F,60000,2,0,Graduate Degree,Management,1,1, > 50K
15834,United States,33,S,F,40000,0,0,Partial College,Skilled Manual,0,1, <= 50K 
15835,United States,33,S,M,40000,0,0,Partial College,Skilled Manual,0,1, <= 50K 
15836,United States,33,S,M,40000,0,0,Partial College,Skilled Manual,0,1, <= 50K 
15837,United States,33,S,F,40000,0,0,High School,Skilled Manual,0,2, <= 50K 
15838,United States,29,S,F,30000,0,0,Partial College,Skilled Manual,0,1, <= 50K 
15839,United States,35,S,M,30000,0,0,Partial College,Skilled Manual,1,1, <= 50K 
15840,United States,37,M,F,70000,0,0,Partial College,Skilled Manual,1,2, > 50K
15841,United States,31,S,M,80000,0,0,Bachelors,Management,0,1, > 50K
15842,United States,31,M,F,80000,0,0,Bachelors,Management,1,1, > 50K
15843,United States,40,S,M,80000,0,0,Bachelors,Management,0,1, > 50K
15844,United States,40,M,F,80000,0,0,Bachelors,Management,1,1, > 50K
15845,United States,40,M,F,80000,0,0,Bachelors,Management,0,1, > 50K
15846,Canada,35,S,M,80000,0,0,Bachelors,Management,1,1, > 50K
15847,Canada,35,M,M,90000,4,4,Bachelors,Management,1,0, > 50K
15848,United States,35,M,F,90000,4,4,Bachelors,Management,1,1, > 50K
15849,United States,42,S,F,110000,0,1,Graduate Degree,Management,1,0, > 50K
15850,Canada,36,S,F,110000,0,1,Graduate Degree,Management,0,1, > 50K
15851,United States,42,S,F,110000,0,1,Graduate Degree,Management,0,2, > 50K
15852,United States,36,S,M,120000,0,0,Bachelors,Management,0,3, > 50K
15853,United States,42,M,F,120000,0,1,Bachelors,Management,1,0, > 50K
15854,United States,41,M,F,120000,0,1,Bachelors,Management,0,1, > 50K
15855,United States,46,M,M,80000,4,3,Bachelors,Management,1,0, > 50K
15856,Canada,41,M,M,90000,4,4,Bachelors,Management,1,1, > 50K
15857,United States,50,S,F,60000,4,0,Graduate Degree,Skilled Manual,1,0, > 50K
15858,United States,50,M,M,60000,4,0,Graduate Degree,Skilled Manual,0,0, > 50K
15859,Canada,50,S,F,60000,4,0,Graduate Degree,Skilled Manual,1,0, > 50K
15860,United States,36,S,M,40000,4,4,Partial College,Clerical,1,2, <= 50K 
15861,United States,37,S,M,40000,4,4,Partial College,Clerical,1,2, <= 50K 
15862,United States,36,S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0, <= 50K 
15863,Canada,35,M,M,50000,0,0,Graduate Degree,Skilled Manual,0,0, <= 50K 
15864,Canada,30,S,F,50000,0,0,Graduate Degree,Skilled Manual,0,0, <= 50K 
15865,United States,38,S,F,40000,4,4,High School,Skilled Manual,1,3, <= 50K 
15866,Canada,33,S,F,60000,1,0,Graduate Degree,Skilled Manual,1,0, > 50K
15867,United States,38,S,F,60000,1,0,Graduate Degree,Skilled Manual,1,0, > 50K
15868,Canada,38,S,M,60000,1,0,Graduate Degree,Skilled Manual,1,0, > 50K
15869,United States,37,S,F,60000,1,0,Graduate Degree,Skilled Manual,1,0, > 50K
15870,United States,38,S,F,60000,1,0,Graduate Degree,Skilled Manual,1,0, > 50K
15871,United States,37,M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0, > 50K
15872,Canada,31,M,F,50000,1,1,Graduate Degree,Skilled Manual,1,0, <= 50K 
15873,United States,31,M,F,70000,1,0,Graduate Degree,Professional,1,0, > 50K
15874,Canada,65,M,M,70000,4,0,Bachelors,Management,0,2, > 50K
15875,United States,65,M,M,70000,4,0,Bachelors,Management,1,2, > 50K
15876,Canada,64,M,M,70000,5,0,Bachelors,Management,1,2, > 50K
15877,United States,58,M,M,70000,5,0,Bachelors,Management,1,2, > 50K
15878,Canada,64,M,M,70000,5,0,Bachelors,Management,1,2, > 50K
15879,Canada,64,M,M,70000,5,0,Bachelors,Management,1,2, > 50K
15880,United States,63,M,M,70000,5,0,Bachelors,Management,0,3, > 50K
15881,Canada,63,M,F,60000,4,0,Bachelors,Management,1,2, > 50K
15882,United States,63,S,M,60000,4,0,Bachelors,Management,1,2, > 50K
15883,United States,63,M,M,60000,4,0,Bachelors,Management,1,2, > 50K
15884,United States,63,M,M,60000,4,0,Bachelors,Management,0,2, > 50K
15885,United States,63,S,M,60000,4,0,Bachelors,Management,1,3, > 50K
15886,United States,63,S,M,60000,5,0,Bachelors,Management,1,3, > 50K
15887,United States,62,M,F,60000,5,0,Bachelors,Management,1,3, > 50K
15888,United States,63,M,F,70000,5,0,Bachelors,Management,1,2, > 50K
15889,Canada,62,M,M,70000,4,1,Bachelors,Management,1,1, > 50K
15890,United States,62,S,M,60000,2,1,Bachelors,Management,1,0, > 50K
15891,United States,62,M,M,70000,4,1,Bachelors,Management,0,1, > 50K
15892,United States,50,S,F,40000,2,1,High School,Professional,1,2, <= 50K 
15893,United States,60,M,F,40000,2,1,High School,Professional,1,2, <= 50K 
15894,United States,44,M,F,40000,2,1,High School,Professional,1,2, <= 50K 
15895,United States,44,S,F,60000,2,1,Bachelors,Management,1,0, > 50K
15896,United States,61,M,M,60000,2,1,Bachelors,Management,1,0, > 50K
15897,United States,61,S,F,70000,4,1,Partial College,Professional,1,2, > 50K
15898,United States,60,M,M,60000,2,1,Partial College,Professional,0,2, > 50K
15899,United States,60,M,M,70000,4,1,Partial College,Professional,1,2, > 50K
15900,Canada,53,S,M,40000,2,1,Partial High School,Skilled Manual,1,2, <= 50K 
15901,United States,59,S,F,60000,2,1,Partial College,Professional,0,2, > 50K
15902,United States,59,M,M,60000,2,1,Partial College,Professional,1,2, > 50K
15903,United States,58,M,F,60000,2,1,Partial College,Professional,1,1, > 50K
15904,United States,59,M,F,60000,2,1,Partial College,Professional,1,1, > 50K
15905,Canada,58,S,F,70000,2,1,High School,Professional,1,2, > 50K
15906,Canada,58,S,F,70000,2,1,High School,Professional,1,2, > 50K
15907,United States,58,M,M,60000,2,1,Partial College,Professional,0,1, > 50K
15908,United States,41,M,M,60000,2,1,Partial College,Professional,1,2, > 50K
15909,United States,57,M,F,60000,2,1,Partial College,Professional,1,2, > 50K
15910,United States,58,M,M,70000,4,2,Partial College,Professional,0,1, > 50K
15911,United States,51,M,F,60000,2,1,High School,Professional,1,2, > 50K
15912,United States,57,S,F,60000,3,1,High School,Professional,1,2, > 50K
15913,Canada,57,M,M,60000,3,1,High School,Professional,1,2, > 50K
15914,United States,51,S,M,70000,4,2,Partial College,Professional,1,2, > 50K
15915,United States,56,S,M,70000,4,2,Partial College,Professional,1,2, > 50K
15916,Canada,56,M,M,70000,4,2,Partial College,Professional,0,2, > 50K
15917,Canada,56,M,F,70000,4,2,Partial College,Professional,1,2, > 50K
15918,United States,57,S,M,70000,5,2,Partial College,Professional,1,2, > 50K
15919,United Kingdom,51,M,F,130000,2,4,Partial College,Professional,1,1, > 50K
15920,France,51,S,M,100000,2,3,Partial College,Professional,1,4, > 50K
15921,France,46,S,M,100000,2,3,Partial College,Professional,1,4, > 50K
15922,United Kingdom,46,M,M,150000,2,3,High School,Professional,1,4, > 50K
15923,France,47,S,M,100000,2,3,High School,Professional,1,4, > 50K
15924,France,53,M,M,100000,2,3,High School,Professional,1,4, > 50K
15925,France,53,M,M,110000,3,4,Partial College,Professional,0,4, > 50K
15926,Germany,53,S,F,120000,3,4,High School,Professional,1,4, > 50K
15927,Germany,52,S,M,120000,3,4,High School,Professional,1,4, > 50K
15928,Germany,53,S,F,120000,3,4,High School,Professional,1,4, > 50K
15929,United Kingdom,52,M,F,150000,3,4,High School,Professional,1,3, > 50K
15930,France,54,M,F,100000,2,3,High School,Professional,1,4, > 50K
15931,France,54,M,M,110000,3,4,Partial College,Professional,1,4, > 50K
15932,Germany,53,M,F,130000,3,4,Partial College,Professional,1,3, > 50K
15933,United Kingdom,48,S,M,160000,2,4,High School,Professional,0,3, > 50K
15934,United States,53,S,F,70000,3,0,Partial College,Professional,1,2, > 50K
15935,United States,70,M,F,70000,3,0,Graduate Degree,Management,0,2, > 50K
15936,United States,75,M,F,90000,4,0,Bachelors,Management,1,1, > 50K
15937,United States,44,M,F,90000,5,5,Partial College,Professional,1,3, > 50K
15938,United States,38,M,M,100000,4,1,Partial College,Professional,1,4, > 50K
15939,United States,44,M,F,100000,4,1,Partial College,Professional,1,4, > 50K
15940,United States,43,M,M,100000,4,1,Partial College,Professional,1,4, > 50K
15941,United States,44,S,F,120000,3,2,Bachelors,Management,0,4, > 50K
15942,Canada,39,M,M,80000,4,3,Bachelors,Management,1,0, > 50K
15943,Canada,45,M,M,80000,4,3,Partial College,Professional,0,1, > 50K
15944,United States,45,M,M,90000,5,5,Partial College,Professional,1,3, > 50K
15945,United States,39,M,F,100000,4,2,Partial College,Professional,1,0, > 50K
15946,United States,44,S,M,110000,3,2,Bachelors,Management,0,4, > 50K
15947,United States,44,M,F,120000,4,2,Partial College,Professional,1,4, > 50K
15948,United States,44,S,F,130000,2,2,Bachelors,Management,0,3, > 50K
15949,United States,39,M,F,130000,3,2,Bachelors,Management,1,3, > 50K
15950,United States,53,M,F,70000,3,2,Partial College,Professional,1,1, > 50K
15951,United States,52,M,F,70000,4,3,Partial College,Professional,1,0, > 50K
15952,United States,53,M,M,90000,2,1,Partial College,Professional,0,0, > 50K
15953,United States,75,M,M,60000,2,0,Graduate Degree,Management,1,2, > 50K
15954,United States,34,M,M,100000,0,2,Partial College,Professional,1,1, > 50K
15955,United States,40,M,M,110000,4,2,Bachelors,Management,1,4, > 50K
15956,United States,40,M,M,130000,3,2,Bachelors,Management,1,4, > 50K
15957,United States,45,S,M,130000,3,2,Bachelors,Management,0,4, > 50K
15958,United States,47,M,F,90000,4,3,Partial College,Professional,1,0, > 50K
15959,United States,47,M,M,100000,1,2,Partial College,Professional,1,3, > 50K
15960,United States,46,M,F,120000,1,3,Partial College,Professional,0,4, > 50K
15961,United States,36,S,F,150000,1,2,Partial College,Professional,0,2, > 50K
15962,United States,42,S,M,90000,4,3,High School,Professional,1,2, > 50K
15963,United States,36,S,F,90000,4,3,High School,Professional,0,2, > 50K
15964,United States,42,S,M,130000,1,3,Bachelors,Management,0,2, > 50K
15965,United States,48,S,F,150000,1,2,Partial College,Professional,0,3, > 50K
15966,United States,53,M,F,60000,2,0,High School,Professional,0,2, > 50K
15967,United States,54,M,M,70000,4,3,High School,Professional,1,0, > 50K
15968,United States,48,S,M,70000,4,3,High School,Professional,1,0, > 50K
15969,United States,37,S,M,90000,2,1,High School,Professional,1,1, > 50K
15970,United States,49,S,M,80000,2,0,Partial High School,Skilled Manual,0,2, > 50K
15971,United States,73,M,M,50000,2,0,Graduate Degree,Management,1,2, <= 50K 
15972,United States,73,M,F,70000,4,0,Graduate Degree,Management,1,2, > 50K
15973,United States,72,M,M,60000,2,0,Graduate Degree,Management,1,2, > 50K
15974,Canada,49,M,M,80000,5,4,Partial College,Professional,1,3, > 50K
15975,United States,43,S,F,90000,4,3,High School,Professional,0,2, > 50K
15976,United States,49,S,M,90000,4,3,High School,Professional,1,3, > 50K
15977,United States,49,M,F,90000,4,3,High School,Professional,1,3, > 50K
15978,United States,48,M,M,90000,4,3,High School,Professional,1,3, > 50K
15979,United States,49,M,F,90000,4,3,High School,Professional,1,3, > 50K
15980,United States,49,S,F,100000,3,2,Partial College,Professional,1,4, > 50K
15981,United States,49,S,M,100000,0,3,Partial College,Professional,0,2, > 50K
15982,United States,49,M,M,110000,5,3,Partial College,Professional,1,4, > 50K
15983,United States,48,M,F,160000,1,3,Partial College,Professional,1,3, > 50K
15984,United States,49,M,M,170000,1,1,Bachelors,Management,1,2, > 50K
15985,United States,49,M,M,170000,1,1,Bachelors,Management,1,3, > 50K
15986,United States,54,S,M,60000,2,0,Partial High School,Skilled Manual,1,2, > 50K
15987,United States,43,M,F,60000,2,0,Partial High School,Skilled Manual,1,2, > 50K
15988,United States,55,M,M,70000,3,1,High School,Professional,1,0, > 50K
15989,United States,49,M,F,70000,3,1,High School,Professional,1,0, > 50K
15990,United States,50,S,M,70000,3,0,Graduate Degree,Management,1,2, > 50K
15991,United States,56,M,M,70000,3,0,Graduate Degree,Management,1,2, > 50K
15992,United States,56,S,F,70000,3,0,Graduate Degree,Management,1,2, > 50K
15993,Canada,56,M,M,60000,3,0,Graduate Degree,Management,1,2, > 50K
15994,United States,56,M,F,40000,3,0,Partial College,Professional,0,2, <= 50K 
15995,United States,57,M,F,40000,3,0,Partial College,Professional,0,2, <= 50K 
15996,Canada,51,M,F,40000,3,0,Partial College,Professional,0,2, <= 50K 
15997,Canada,66,M,F,70000,4,0,Graduate Degree,Management,1,2, > 50K
15998,United States,72,M,F,70000,4,0,Graduate Degree,Management,1,2, > 50K
15999,United States,71,M,F,70000,4,0,Graduate Degree,Management,1,2, > 50K
16000,Canada,71,M,F,70000,4,0,Graduate Degree,Management,1,2, > 50K
16001,United States,71,M,M,80000,4,0,Graduate Degree,Management,1,2, > 50K
16002,United States,72,M,F,110000,2,3,Graduate Degree,Management,1,4, > 50K
16003,United States,71,M,F,130000,2,3,Graduate Degree,Management,1,3, > 50K
16004,United States,70,M,M,90000,5,0,Bachelors,Management,1,2, > 50K
16005,Canada,70,S,M,90000,5,0,Bachelors,Management,1,2, > 50K
16006,United States,70,M,F,110000,2,4,Graduate Degree,Management,1,0, > 50K
16007,United States,69,M,F,90000,5,0,Bachelors,Management,1,2, > 50K
16008,United States,69,M,F,110000,2,4,Graduate Degree,Management,1,1, > 50K
16009,Canada,69,S,M,170000,1,2,Graduate Degree,Management,0,4, > 50K
16010,United States,69,M,F,120000,2,4,Graduate Degree,Management,1,3, > 50K
16011,Canada,68,M,F,130000,2,3,Bachelors,Management,1,4, > 50K
16012,Canada,40,S,F,90000,4,4,Bachelors,Management,0,2, > 50K
16013,United States,40,S,M,90000,4,4,Partial College,Skilled Manual,0,3, > 50K
16014,United States,35,M,M,120000,2,1,Bachelors,Management,1,4, > 50K
16015,United States,30,S,F,30000,0,0,Partial College,Skilled Manual,0,1, <= 50K 
16016,Australia,64,M,M,20000,4,0,High School,Skilled Manual,1,2, <= 50K 
16017,United States,30,M,M,60000,0,0,Partial College,Skilled Manual,0,1, > 50K
16018,United States,30,S,F,60000,0,0,Partial College,Skilled Manual,0,1, > 50K
16019,United States,30,S,F,60000,0,0,Partial College,Skilled Manual,1,2, > 50K
16020,Canada,30,M,M,40000,0,0,High School,Skilled Manual,1,2, <= 50K 
16021,Canada,30,S,F,40000,0,0,Partial High School,Clerical,0,2, <= 50K 
16022,United States,30,S,M,40000,0,0,Partial High School,Clerical,0,2, <= 50K 
16023,Australia,61,S,M,10000,2,1,High School,Skilled Manual,1,2, <= 50K 
16024,United States,30,M,M,40000,0,0,Partial College,Skilled Manual,1,1, <= 50K 
16025,Australia,64,M,M,10000,2,1,Partial High School,Clerical,1,2, <= 50K 
16026,Australia,62,M,M,30000,2,0,Partial College,Clerical,0,2, <= 50K 
16027,Australia,57,M,F,30000,2,0,Partial College,Clerical,0,2, <= 50K 
16028,Australia,63,M,M,30000,2,0,Partial College,Clerical,0,2, <= 50K 
16029,Australia,62,M,F,30000,2,0,Partial College,Clerical,0,2, <= 50K 
16030,Australia,62,M,M,20000,4,0,High School,Skilled Manual,1,2, <= 50K 
16031,Australia,61,M,M,30000,2,0,Partial College,Clerical,0,2, <= 50K 
16032,Australia,55,M,M,10000,2,1,Partial High School,Clerical,1,2, <= 50K 
16033,United Kingdom,37,M,F,10000,0,0,Graduate Degree,Manual,1,0, <= 50K 
16034,Germany,46,M,F,10000,1,0,Graduate Degree,Manual,1,0, <= 50K 
16035,United Kingdom,36,M,M,20000,1,0,Graduate Degree,Manual,1,0, <= 50K 
16036,United Kingdom,47,M,F,10000,1,0,Bachelors,Manual,1,0, <= 50K 
16037,Germany,48,M,F,10000,1,0,Bachelors,Manual,1,0, <= 50K 
16038,United Kingdom,36,M,M,10000,1,0,Bachelors,Manual,1,0, <= 50K 
16039,Germany,48,M,M,10000,1,0,Bachelors,Manual,1,0, <= 50K 
16040,France,35,M,M,20000,1,0,Graduate Degree,Clerical,1,0, <= 50K 
16041,France,48,S,M,20000,1,0,Graduate Degree,Clerical,1,0, <= 50K 
16042,France,72,S,M,20000,1,0,Graduate Degree,Clerical,1,0, <= 50K 
16043,United Kingdom,34,S,M,10000,1,0,Bachelors,Manual,1,0, <= 50K 
16044,Germany,50,M,F,10000,1,0,Bachelors,Manual,1,0, <= 50K 
16045,United Kingdom,45,M,F,20000,1,0,Graduate Degree,Clerical,1,0, <= 50K 
16046,United Kingdom,45,S,F,20000,1,0,Graduate Degree,Clerical,1,0, <= 50K 
16047,Germany,46,M,F,10000,1,0,Partial College,Manual,1,0, <= 50K 
16048,Germany,35,S,F,10000,1,0,Partial College,Manual,1,0, <= 50K 
16049,Germany,46,M,F,10000,1,0,Partial College,Manual,1,0, <= 50K 
16050,United Kingdom,52,M,M,10000,1,0,Partial College,Manual,1,0, <= 50K 
16051,France,41,M,M,20000,1,0,Bachelors,Clerical,1,0, <= 50K 
16052,France,52,M,M,20000,1,0,Bachelors,Clerical,1,0, <= 50K 
16053,United Kingdom,47,M,M,20000,1,0,Bachelors,Clerical,1,0, <= 50K 
16054,United Kingdom,53,S,M,20000,1,0,Bachelors,Clerical,1,0, <= 50K 
16055,Germany,53,M,M,10000,2,0,Partial College,Manual,1,0, <= 50K 
16056,France,48,M,F,10000,2,0,Partial College,Manual,1,1, <= 50K 
16057,Germany,48,M,F,10000,2,0,Partial College,Manual,1,1, <= 50K 
16058,United Kingdom,49,M,F,10000,2,0,Partial College,Manual,1,1, <= 50K 
16059,Germany,70,M,M,20000,1,0,Bachelors,Clerical,1,0, <= 50K 
16060,United States,38,M,M,50000,1,1,Bachelors,Skilled Manual,1,0, <= 50K 
16061,United States,33,M,M,50000,1,1,Bachelors,Skilled Manual,1,0, <= 50K 
16062,United States,33,M,F,50000,1,1,Bachelors,Skilled Manual,1,1, <= 50K 
16063,United States,33,M,M,50000,1,1,Bachelors,Skilled Manual,1,1, <= 50K 
16064,United States,40,M,F,50000,1,1,Bachelors,Skilled Manual,1,1, <= 50K 
16065,United States,39,S,F,50000,2,2,Bachelors,Skilled Manual,1,0, <= 50K 
16066,United States,34,M,M,50000,2,2,Bachelors,Skilled Manual,1,0, <= 50K 
16067,United States,34,S,F,50000,2,2,Bachelors,Skilled Manual,0,0, <= 50K 
16068,United States,40,S,M,50000,2,2,Bachelors,Skilled Manual,0,0, <= 50K 
16069,United States,39,S,F,50000,2,2,Bachelors,Skilled Manual,1,0, <= 50K 
16070,United States,39,S,F,60000,1,0,Graduate Degree,Professional,1,0, > 50K
16071,Canada,38,M,F,60000,1,0,Graduate Degree,Professional,1,0, > 50K
16072,United States,32,M,M,60000,1,0,Graduate Degree,Professional,1,0, > 50K
16073,United States,37,S,F,60000,1,0,Graduate Degree,Professional,1,0, > 50K
16074,United States,37,M,M,60000,1,0,Graduate Degree,Professional,1,0, > 50K
16075,United States,37,S,F,60000,1,0,Graduate Degree,Professional,1,0, > 50K
16076,United States,32,M,F,60000,1,0,Graduate Degree,Professional,1,0, > 50K
16077,United States,32,M,F,70000,2,0,Graduate Degree,Professional,1,0, > 50K
16078,United States,37,M,F,70000,3,0,Graduate Degree,Professional,1,0, > 50K
16079,United States,37,M,F,80000,1,0,Graduate Degree,Professional,1,0, > 50K
16080,United States,40,S,M,40000,4,4,High School,Skilled Manual,1,3, <= 50K 
16081,United States,41,M,M,70000,2,2,Bachelors,Skilled Manual,1,1, > 50K
16082,United States,35,S,F,70000,2,2,Bachelors,Skilled Manual,0,1, > 50K
16083,Canada,42,M,F,40000,5,5,High School,Skilled Manual,1,1, <= 50K 
16084,United States,41,S,F,40000,0,0,Bachelors,Professional,0,1, <= 50K 
16085,Canada,39,M,M,60000,1,0,Graduate Degree,Professional,1,0, > 50K
16086,United States,39,M,M,70000,4,0,Graduate Degree,Professional,1,0, > 50K
16087,United States,39,S,M,70000,4,0,Graduate Degree,Professional,1,0, > 50K
16088,United States,41,S,M,40000,0,0,Bachelors,Professional,0,1, <= 50K 
